strain	Unnamed: 0	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	name	hct
hCoV-19/USA/WA-S13222/2021	32313	betacoronavirus	EPI_ISL_5903243	?	2021-10-11	North America	USA	Washington	King County	North America	USA	Washington	genome	29425	Human	unknown	unknown	?	AY.20	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-11-04	?	hCoV-19/USA/WA-S13222/2021	yes
hCoV-19/USA/WA-S18582/2022	65970	betacoronavirus	EPI_ISL_10571198	?	2022-02-03	North America	USA	Washington	King County	North America	USA	Washington	genome	29789	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18582/2022	yes
hCoV-19/USA/WA-S13640/2021	21000	betacoronavirus	EPI_ISL_5999741	?	2021-08-31	North America	USA	Washington	King County	North America	USA	Washington	genome	29721	Human	unknown	unknown	?	AY.25.1	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-11-06	?	hCoV-19/USA/WA-S13640/2021	no
hCoV-19/USA/WA-PHL-013364/2022	63147	betacoronavirus	EPI_ISL_9818786	?	2022-02-03	North America	USA	Washington	King County	North America	USA	Washington	genome	29138	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-02-12	?	hCoV-19/USA/WA-PHL-013364/2022	no
hCoV-19/USA/WA-S4171/2021	84243	betacoronavirus	EPI_ISL_962264	?	2021-01-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29334	Human	unknown	unknown	?	B.1.1.222	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-02-10	?	hCoV-19/USA/WA-S4171/2021	yes
hCoV-19/USA/WA-S10280/2021	7928	betacoronavirus	EPI_ISL_3372732	?	2021-07-30	North America	USA	Washington		North America	USA	Washington	genome	29664	Human	unknown	unknown	?	AY.103	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-08-12	?	hCoV-19/USA/WA-S10280/2021	yes
hCoV-19/USA/WA-S7535/2021	102446	betacoronavirus	EPI_ISL_2603188	?	2021-04-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29628	Human	unknown	unknown	?	B.1.1.7	GRY	University of Washington Medical Center,  Seattle Flu Study	University of Washington Medical Center,  Seattle Flu Study	Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.	https://www.gisaid.org/	?	?	2021-06-10	?	hCoV-19/USA/WA-S7535/2021	yes
hCoV-19/USA/WA-S11160/2021	14272	betacoronavirus	EPI_ISL_4234205	?	2021-08-10	North America	USA	Washington	King County	North America	USA	Washington	genome	29722	Human	unknown	unknown	?	AY.117	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-09-16	?	hCoV-19/USA/WA-S11160/2021	yes
hCoV-19/USA/WA-S2890/2020	45374	betacoronavirus	EPI_ISL_596421	?	2020-10-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29851	Human	unknown	unknown	?	B.1.243	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-27	?	hCoV-19/USA/WA-S2890/2020	no
hCoV-19/USA/WA-S3239/2020	46214	betacoronavirus	EPI_ISL_849481	?	2020-10-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29860	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3239/2020	yes
hCoV-19/USA/WA-S5506/2021	87480	betacoronavirus	EPI_ISL_1468694	?	2021-02-26	North America	USA	Washington	King County	North America	USA	Washington	genome	29813	Human	unknown	unknown	?	P.2	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-04-03	?	hCoV-19/USA/WA-S5506/2021	no
hCoV-19/USA/WA-S19090/2022	71244	betacoronavirus	EPI_ISL_11328034	?	2022-03-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29784	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-23	?	hCoV-19/USA/WA-S19090/2022	yes
hCoV-19/USA/WA-PHL-019178/2022	78330	betacoronavirus	EPI_ISL_12643555	?	2022-04-28	North America	USA	Washington	King County	North America	USA	Washington	genome	29430	Human	unknown	unknown	?	BA.2.1	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-11	?	hCoV-19/USA/WA-PHL-019178/2022	no
hCoV-19/USA/WA-PHL-000769/2021	97459	betacoronavirus	EPI_ISL_2336226	?	2021-04-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29883	Human	unknown	unknown	?	P.1.17	GR	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Joenice Gonzalez, Hannah Gray, Geoff Melly, Vanessa De Los Santos, Darren Lucas, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-05-29	?	hCoV-19/USA/WA-PHL-000769/2021	no
hCoV-19/USA/WA-S5171/2021	85810	betacoronavirus	EPI_ISL_1114328	?	2021-02-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29770	Human	unknown	unknown	?	B.1.2	GH	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-03-02	?	hCoV-19/USA/WA-S5171/2021	no
hCoV-19/USA/WA-S21214/2022	118608	betacoronavirus	EPI_ISL_13834439	?	2022-06-24	North America	USA	Washington	King County	North America	USA	Washington	genome	29431	Human	unknown	unknown	?	BF.1	GRA	Seattle Flu Study, University of Washington Medical Center	Seattle Flu Study, University of Washington Medical Center	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-07-13	?	hCoV-19/USA/WA-S21214/2022	yes
hCoV-19/USA/WA-PHL-016382/2022	71145	betacoronavirus	EPI_ISL_11816813	?	2022-03-10	North America	USA	Washington	King County	North America	USA	Washington	genome	29456	Human	unknown	unknown	?	BA.1.1	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-04-07	?	hCoV-19/USA/WA-PHL-016382/2022	no
hCoV-19/USA/WA-S19400/2021	52740	betacoronavirus	EPI_ISL_11961109	?	2021-12-30	North America	USA	Washington	King County	North America	USA	Washington	genome	29762	Human	unknown	unknown	?	BA.1.15	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19400/2021	no
hCoV-19/USA/WA-S16679/2022	56786	betacoronavirus	EPI_ISL_9271883	?	2022-01-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29399	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-29	?	hCoV-19/USA/WA-S16679/2022	yes
hCoV-19/USA/WA-S7497/2021	98001	betacoronavirus	EPI_ISL_2489972	?	2021-04-23	North America	USA	Washington	King County	North America	USA	Washington	genome	29636	Human	unknown	unknown	?	C.16	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-06-11	?	hCoV-19/USA/WA-S7497/2021	yes
hCoV-19/USA/WA-S7433/2021	98374	betacoronavirus	EPI_ISL_2136698	?	2021-04-21	North America	USA	Washington	King County	North America	USA	Washington	genome	29629	Human	unknown	unknown	?	B.1.1.7	GRY	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-05-18	?	hCoV-19/USA/WA-S7433/2021	no
hCoV-19/USA/WA-S19419/2022	71435	betacoronavirus	EPI_ISL_11961128	?	2022-03-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29783	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Jeff Duchin, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19419/2022	no
hCoV-19/USA/WA-S15538/2021	30392	betacoronavirus	EPI_ISL_8035049	?	2021-09-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29799	Human	unknown	unknown	?	AY.3	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15538/2021	yes
hCoV-19/USA/WA-S6225/2021	93372	betacoronavirus	EPI_ISL_1711595	?	2021-04-09	North America	USA	Washington	King County	North America	USA	Washington	genome	29547	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6225/2021	yes
hCoV-19/USA/WA-S10586/2021	9881	betacoronavirus	EPI_ISL_3832712	?	2021-08-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29752	Human	unknown	unknown	?	AY.26	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-08-31	?	hCoV-19/USA/WA-S10586/2021	yes
hCoV-19/USA/WA-S21606/2022	131018	betacoronavirus	EPI_ISL_15079720	?	2022-08-24	North America	USA	Washington	King County	North America	USA	Washington	genome	29737	Human	unknown	unknown	?	BA.5.2.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, David Reinhart, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-09-22	?	hCoV-19/USA/WA-S21606/2022	yes
hCoV-19/USA/WA-S21450/2022	122776	betacoronavirus	EPI_ISL_14506601	?	2022-07-08	North America	USA	Washington	King County	North America	USA	Washington	genome	29537	Human	unknown	unknown	?	BA.4.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Jeff Duchin, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2022-08-17	?	hCoV-19/USA/WA-S21450/2022	no
hCoV-19/USA/WA-S15180/2021	37742	betacoronavirus	EPI_ISL_7285676	?	2021-11-08	North America	USA	Washington	King County	North America	USA	Washington	genome	29826	Human	unknown	unknown	?	AY.39	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S15180/2021	no
hCoV-19/USA/WA-S11717/2021	17411	betacoronavirus	EPI_ISL_4873778	?	2021-08-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29641	Human	unknown	unknown	?	AY.103	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-10-05	?	hCoV-19/USA/WA-S11717/2021	yes
hCoV-19/USA/WA-S16044/2022	54096	betacoronavirus	EPI_ISL_8822361	?	2022-01-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29773	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-01-18	?	hCoV-19/USA/WA-S16044/2022	yes
hCoV-19/USA/WA-S4682/2020	47460	betacoronavirus	EPI_ISL_1049530	?	2020-11-13	North America	USA	Washington	King County	North America	USA	Washington	genome	29793	Human	unknown	unknown	?	B.1.1.222	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-02-22	?	hCoV-19/USA/WA-S4682/2020	no
